#Wavelength[Angstrom]  Flux[Flux per Angstrom]
4935.54         1309.948
4936.54         1287.869
4937.54         1276.041
4938.54          1283.36
4939.54         1295.108
4940.54         1301.961
4941.54         1319.656
4942.54         1335.355
4943.54         1350.635
4944.54          1381.38
4945.54         1390.443
4946.54          1382.99
4947.54         1392.338
4948.54         1399.225
4949.54         1395.701
4950.54         1386.288
4951.54         1368.736
4952.54         1362.765
4953.54         1348.756
4954.54         1327.849
4955.54         1313.276
4956.54         1276.819
4957.54         1255.031
4958.54         1258.627
4959.54         1261.908
4960.54         1275.353
4961.54         1281.581
4962.54         1280.125
4963.54         1293.709
4964.54          1298.41
4965.54         1287.138
4966.54         1287.659
4967.54         1278.873
4968.54         1261.786
4969.54         1265.298
4970.54         1284.184
4971.54         1298.916
4972.54         1304.137
4973.54         1296.614
4974.54         1299.543
4975.54         1303.628
4976.54         1276.191
4977.54         1249.584
4978.54         1232.578
4979.54         1203.899
4980.54          1176.19
4981.54         1168.776
4982.54         1154.254
4983.54         1148.256
4984.54         1154.482
4985.54         1161.935
4986.54         1185.975
4987.54         1208.538
4988.54         1228.757
4989.54         1247.001
4990.54         1264.072
4991.54         1271.849
4992.54         1264.634
4993.54         1253.641
4994.54         1243.917
4995.54         1252.577
4996.54         1249.607
4997.54         1239.331
4998.54         1226.239
4999.54         1198.664
5000.54         1181.566
5001.54         1188.134
5002.54         1172.988
5003.54         1148.675
5004.54         1140.692
5005.54         1148.221
5006.54         1155.334
5007.54         1165.402
5008.54         1173.155
5009.54         1157.281
5010.54         1145.489
5011.54         1142.902
5012.54          1132.72
5013.54         1128.181
5014.54         1135.789
5015.54         1132.139
5016.54          1123.91
5017.54         1123.582
5018.54         1128.067
5019.54         1130.369
5020.54          1133.32
5021.54         1148.844
5022.54         1160.125
5023.54         1166.566
5024.54         1177.404
5025.54         1184.008
5026.54         1187.491
5027.54         1205.145
5028.54         1210.577
5029.54         1219.105
5030.54         1234.239
5031.54         1238.175
5032.54         1241.337
5033.54            1250.
5034.54         1248.336
5035.54         1230.716
5036.54         1211.086
5037.54         1193.751
5038.54         1163.493
5039.54         1139.865
5040.54         1143.577
5041.54         1149.069
5042.54         1156.335
5043.54         1171.059
5044.54         1185.987
5045.54          1199.16
5046.54         1217.533
5047.54         1229.477
5048.54         1222.162
5049.54         1220.891
5050.54         1235.384
5051.54            1236.
5052.54         1231.913
5053.54         1227.569
5054.54          1231.64
5055.54         1256.599
5056.54         1276.542
5057.54         1277.335
5058.54         1292.073
5059.54         1315.641
5060.54         1298.799
5061.54         1290.026
5062.54         1289.059
5063.54         1267.511
5064.54         1249.675
5065.54         1221.125
5066.54         1205.621
5067.54          1205.95
5068.54         1197.112
5069.54         1190.132
5070.54         1192.683
5071.54         1194.917
5072.54         1189.507
5073.54         1197.863
5074.54         1186.985
5075.54         1173.928
5076.54         1170.384
5077.54         1166.002
5078.54         1158.868
5079.54         1152.041
5080.54         1134.828
5081.54         1124.219
5082.54         1132.622
5083.54         1128.862
5084.54         1136.064
5085.54         1149.061
5086.54         1162.951
5087.54         1182.713
5088.54         1200.147
5089.54         1213.173
5090.54         1233.766
5091.54         1237.863
5092.54         1229.911
5093.54         1225.697
5094.54         1225.812
5095.54         1228.275
5096.54         1200.811
5097.54         1179.499
5098.54          1176.97
5099.54         1162.356
5100.54         1150.205
5101.54         1150.681
5102.54         1148.473
5103.54         1153.618
5104.54         1152.781
5105.54         1161.018
5106.54         1180.323
5107.54         1169.294
5108.54         1159.655
5109.54         1160.616
5110.54         1169.219
5111.54         1189.455
5112.54         1190.542
5113.54         1187.782
5114.54         1229.243
5115.54         1241.208
5116.54         1227.471
5117.54         1226.132
5118.54          1230.72
5119.54         1225.143
5120.54         1211.962
5121.54         1191.987
5122.54         1178.474
5123.54         1161.227
5124.54         1130.818
5125.54         1117.477
5126.54          1119.91
5127.54         1114.569
5128.54         1123.473
5129.54         1135.124
5130.54         1144.521
5131.54         1163.659
5132.54         1171.758
5133.54         1165.312
5134.54         1173.256
5135.54         1190.221
5136.54         1189.067
5137.54         1165.242
5138.54         1170.047
5139.54          1185.35
5140.54         1168.688
5141.54          1144.67
5142.54         1132.815
5143.54         1144.145
5144.54           1145.8
5145.54         1137.887
5146.54         1129.167
5147.54         1118.673
5148.54         1119.734
5149.54         1135.205
5150.54         1124.406
5151.54         1122.217
5152.54         1128.438
5153.54         1148.719
5154.54         1149.943
5155.54         1164.339
5156.54         1187.706
5157.54          1186.86
5158.54         1195.337
5159.54         1202.536
5160.54         1195.969
5161.54         1173.885
5162.54          1155.66
5163.54          1114.26
5164.54         1067.431
5165.54         1021.154
5166.54         978.4976
5167.54         935.7897
5168.54         902.7037
5169.54          880.191
5170.54         861.0091
5171.54         847.1818
5172.54           857.92
5173.54         873.5461
5174.54         879.4716
5175.54         917.1542
5176.54         949.1754
5177.54         968.8785
5178.54         994.7175
5179.54         987.0006
5180.54         979.1293
5181.54          967.097
5182.54         949.8836
5183.54         951.0083
5184.54         958.0642
5185.54         972.0175
5186.54         993.8423
5187.54         1008.079
5188.54         1034.577
5189.54         1075.053
5190.54         1103.573
5191.54         1129.482
5192.54         1160.602
5193.54          1179.63
5194.54         1167.534
5195.54         1151.031
5196.54          1158.05
5197.54         1174.188
5198.54          1206.41
5199.54         1225.332
5200.54         1206.803
5201.54         1206.306
5202.54         1206.767
5203.54          1180.89
5204.54         1143.373
5205.54         1113.511
5206.54           1101.6
5207.54         1079.785
5208.54          1079.86
5209.54         1088.551
5210.54         1109.184
5211.54         1136.112
5212.54         1151.485
5213.54         1181.478
5214.54         1218.824
5215.54         1246.874
5216.54          1267.17
5217.54         1262.919
5218.54         1262.817
5219.54         1287.379
5220.54         1282.597
5221.54         1264.663
5222.54         1265.428
5223.54         1265.864
5224.54         1248.681
5225.54         1237.469
5226.54         1233.488
5227.54         1214.166
5228.54         1194.126
5229.54         1200.896
5230.54         1231.214
5231.54         1256.791
5232.54         1278.559
5233.54         1290.359
5234.54         1289.411
5235.54         1295.038
5236.54         1317.963
5237.54          1336.25
5238.54         1338.742
5239.54         1347.926
5240.54         1352.677
5241.54         1348.152
5242.54         1363.461
5243.54         1358.992
5244.54         1341.125
5245.54         1341.356
5246.54         1344.754
5247.54         1334.341
5248.54         1308.738
5249.54         1285.956
5250.54         1277.128
5251.54         1283.309
5252.54         1280.633
5253.54          1286.57
5254.54         1305.967
5255.54         1304.878
5256.54         1300.544
5257.54         1309.868
5258.54         1310.476
5259.54         1322.834
5260.54         1304.456
5261.54         1275.009
5262.54         1272.331
5263.54         1237.692
5264.54         1194.608
5265.54         1161.949
5266.54         1113.227
5267.54         1089.094
5268.54         1088.216
5269.54          1078.42
5270.54         1076.494
5271.54         1102.317
5272.54         1134.964
5273.54         1160.484
5274.54         1198.726
5275.54          1223.14
5276.54         1231.853
5277.54         1277.274
5278.54         1313.965
5279.54          1320.88
5280.54         1328.556
5281.54         1344.165
5282.54         1348.526
5283.54         1353.047
5284.54         1356.885
5285.54         1364.504
5286.54         1372.415
5287.54         1373.156
5288.54         1384.048
5289.54         1397.412
5290.54         1414.258
5291.54         1430.073
5292.54         1433.689
5293.54          1428.42
5294.54         1412.294
5295.54          1377.19
5296.54         1351.487
5297.54         1344.407
5298.54         1338.985
5299.54         1313.442
5300.54         1300.247
5301.54         1318.159
5302.54         1326.092
5303.54         1350.683
5304.54         1402.536
5305.54         1396.174
5306.54         1414.495
5307.54         1450.094
5308.54         1467.034
5309.54         1477.215
5310.54         1463.192
5311.54         1453.824
5312.54         1452.067
5313.54         1455.573
5314.54         1452.304
5315.54         1422.734
5316.54         1433.805
5317.54         1434.812
5318.54         1424.914
5319.54         1416.638
5320.54         1404.083
5321.54         1391.561
5322.54         1382.656
5323.54          1361.85
5324.54         1345.101
5325.54         1323.219
5326.54         1294.375
5327.54          1281.06
5328.54         1285.747
5329.54         1282.333
5330.54         1276.044
5331.54         1297.633
5332.54         1326.393
5333.54         1339.432
5334.54         1351.588
5335.54         1367.894
5336.54         1379.832
5337.54         1385.866
5338.54         1396.149
5339.54         1384.625
5340.54         1364.513
5341.54          1356.54
5342.54         1341.557
5343.54         1350.942
5344.54         1353.733
5345.54         1359.632
5346.54         1368.284
5347.54         1361.711
5348.54         1368.302
5349.54         1397.851
5350.54         1416.765
5351.54         1425.211
5352.54         1431.231
5353.54         1453.461
5354.54         1473.809
5355.54         1484.955
5356.54         1485.253
5357.54         1503.722
5358.54         1521.269
5359.54         1507.108
5360.54         1490.089
5361.54         1480.212
5362.54         1470.127
5363.54         1450.235
5364.54          1426.27
5365.54         1406.892
5366.54         1389.907
5367.54         1365.891
5368.54         1353.805
5369.54          1355.19
5370.54         1341.997
5371.54         1331.746
5372.54         1335.452
5373.54         1352.214
5374.54         1387.231
5375.54         1395.029
5376.54         1398.158
5377.54         1411.387
5378.54         1437.767
5379.54         1451.198
5380.54         1447.273
5381.54          1449.62
5382.54         1457.148
5383.54         1449.855
5384.54         1438.917
5385.54         1450.614
5386.54          1424.85
5387.54           1383.4
5388.54         1375.799
5389.54         1376.147
5390.54         1377.798
5391.54         1358.789
5392.54            1337.
5393.54         1334.649
5394.54          1322.15
5395.54          1310.98
5396.54         1316.025
5397.54         1304.238
5398.54         1299.748
5399.54         1309.278
5400.54         1301.588
5401.54         1292.387
5402.54          1291.44
5403.54         1281.662
5404.54         1280.593
5405.54         1276.709
5406.54         1280.609
5407.54         1293.547
5408.54         1297.806
5409.54          1304.46
5410.54         1313.212
5411.54          1319.58
5412.54         1344.616
5413.54         1375.431
5414.54         1380.685
5415.54         1397.196
5416.54         1424.005
5417.54         1441.035
5418.54         1452.308
5419.54         1448.421
5420.54         1447.875
5421.54         1444.177
5422.54          1427.02
5423.54         1422.496
5424.54         1416.621
5425.54         1409.845
5426.54         1419.812
5427.54         1411.986
5428.54         1391.806
5429.54         1384.529
5430.54         1383.432
5431.54         1381.445
5432.54         1371.945
5433.54         1369.698
5434.54         1368.491
5435.54         1373.896
5436.54         1390.769
5437.54         1416.638
5438.54         1438.805
5439.54          1456.63
5440.54         1473.082
5441.54         1480.891
5442.54         1469.894
5443.54         1445.664
5444.54         1424.276
5445.54         1406.807
5446.54         1390.102
5447.54         1371.458
5448.54         1352.707
5449.54          1350.58
5450.54         1361.318
5451.54         1366.307
5452.54         1371.015
5453.54         1375.743
5454.54         1371.427
5455.54         1356.065
5456.54         1347.254
5457.54         1355.613
5458.54         1371.547
5459.54         1379.697
5460.54         1384.073
5461.54         1393.299
5462.54         1400.339
5463.54         1397.318
5464.54         1385.445
5465.54         1375.338
5466.54         1376.442
5467.54         1383.495
5468.54         1385.625
5469.54         1380.472
5470.54          1374.35
5471.54         1366.913
5472.54         1353.362
5473.54         1343.196
5474.54         1343.418
5475.54         1345.985
5476.54         1336.892
5477.54         1326.519
5478.54         1323.341
5479.54          1323.06
5480.54         1328.529
5481.54         1348.412
5482.54         1373.575
5483.54         1376.986
5484.54         1373.822
5485.54         1380.642
5486.54         1391.372
5487.54         1402.042
5488.54         1405.171
5489.54         1399.719
5490.54         1396.143
5491.54         1388.637
5492.54         1380.903
5493.54         1387.605
5494.54         1400.033
5495.54         1404.651
5496.54            1400.
5497.54         1397.449
5498.54         1401.082
5499.54         1403.989
5500.54         1398.048
5501.54         1387.629
5502.54         1381.038
5503.54         1378.975
5504.54         1374.622
5505.54         1371.636
5506.54         1370.884
5507.54         1364.744
5508.54         1352.909
5509.54         1350.826
5510.54          1360.94
5511.54         1358.589
5512.54         1353.059
5513.54         1356.138
5514.54         1360.101
5515.54         1362.041
5516.54         1367.893
5517.54         1380.744
5518.54          1392.51
5519.54         1404.668
5520.54         1418.261
5521.54         1425.844
5522.54          1421.02
5523.54         1411.936
5524.54         1407.787
5525.54         1402.612
5526.54         1396.113
5527.54         1391.046
5528.54         1386.791
5529.54         1381.549
5530.54         1385.882
5531.54         1400.853
5532.54         1402.899
5533.54         1401.726
5534.54         1412.603
5535.54         1426.831
5536.54         1428.505
5537.54         1423.584
5538.54         1425.945
5539.54         1429.883
5540.54         1432.527
5541.54         1437.256
5542.54          1446.14
5543.54         1452.644
5544.54         1451.996
5545.54         1447.955
5546.54         1449.224
5547.54         1457.613
5548.54         1466.702
5549.54         1469.825
5550.54         1468.723
5551.54          1465.85
5552.54         1462.333
5553.54          1459.44
5554.54         1453.477
5555.54         1443.724
5556.54         1435.528
5557.54         1430.484
5558.54          1431.31
5559.54          1435.99
5560.54         1431.958
5561.54          1418.53
5562.54         1407.727
5563.54         1408.135
5564.54         1407.067
5565.54         1398.091
5566.54         1389.093
5567.54          1387.78
5568.54          1396.99
5569.54         1408.611
5570.54         1409.547
5571.54          1403.34
5572.54         1401.014
5573.54         1407.127
5574.54         1415.193
5575.54         1422.119
5576.54          1423.47
5577.54         1415.515
5578.54         1413.965
5579.54         1418.254
5580.54         1417.089
5581.54         1416.442
5582.54         1404.355
5583.54         1377.677
5584.54         1355.904
5585.54          1339.89
5586.54         1322.306
5587.54         1304.072
5588.54         1296.859
5589.54         1298.815
5590.54         1302.528
5591.54         1308.366
5592.54         1318.961
5593.54         1337.392
5594.54         1357.857
5595.54         1363.504
5596.54         1364.135
5597.54         1370.978
5598.54         1374.064
5599.54          1370.16
5600.54         1366.014
5601.54         1368.703
5602.54         1375.286
5603.54         1379.942
5604.54         1384.414
5605.54         1397.866
5606.54         1422.366
5607.54         1446.249
5608.54         1455.267
5609.54          1451.86
5610.54         1447.172
5611.54         1443.667
5612.54         1431.906
5613.54         1408.701
5614.54         1391.432
5615.54         1391.767
5616.54         1383.294
5617.54         1366.328
5618.54         1358.095
5619.54         1358.995
5620.54         1360.322
5621.54         1360.361
5622.54         1362.325
5623.54         1362.122
5624.54         1366.034
5625.54         1375.974
5626.54         1380.941
5627.54         1386.003
5628.54         1395.405
5629.54         1403.574
5630.54         1405.817
5631.54         1404.617
5632.54         1405.022
5633.54         1407.613
5634.54         1406.835
5635.54         1399.109
5636.54         1390.388
5637.54         1391.934
5638.54         1395.464
5639.54         1387.859
5640.54         1373.655
5641.54         1371.478
5642.54         1380.829
5643.54         1385.528
5644.54         1388.298
5645.54         1393.962
5646.54         1400.025
5647.54         1401.868
5648.54          1407.38
5649.54         1412.102
5650.54         1404.459
5651.54          1395.52
5652.54         1393.507
5653.54         1395.809
5654.54         1395.167
5655.54         1388.256
5656.54         1380.092
5657.54         1374.598
5658.54         1363.952
5659.54         1354.286
5660.54         1352.628
5661.54         1353.098
5662.54         1364.142
5663.54         1383.072
5664.54         1392.709
5665.54         1391.707
5666.54         1393.312
5667.54         1405.149
5668.54         1418.125
5669.54         1422.986
5670.54          1424.15
5671.54         1432.457
5672.54          1442.81
5673.54         1447.927
5674.54         1448.082
5675.54         1447.998
5676.54         1443.992
5677.54         1438.143
5678.54         1437.031
5679.54         1433.791
5680.54         1427.731
5681.54         1420.139
5682.54         1406.005
5683.54         1392.151
5684.54          1383.75
5685.54         1379.804
5686.54         1384.711
5687.54         1393.942
5688.54         1397.902
5689.54          1396.94
5690.54         1408.047
5691.54         1427.991
5692.54         1434.972
5693.54         1435.494
5694.54          1440.43
5695.54         1448.336
5696.54         1449.227
5697.54         1442.474
5698.54         1431.973
5699.54          1418.91
5700.54         1402.764
5701.54         1392.397
5702.54         1389.532
5703.54         1378.978
5704.54          1365.29
5705.54         1359.276
5706.54          1359.74
5707.54         1354.943
5708.54         1349.674
5709.54         1351.296
5710.54         1349.935
5711.54         1356.319
5712.54          1373.29
5713.54         1389.371
5714.54          1412.91
5715.54         1440.583
5716.54         1460.605
5717.54         1472.643
5718.54         1476.506
5719.54         1480.564
5720.54         1493.722
5721.54          1502.03
5722.54         1501.132
5723.54         1499.115
5724.54         1499.642
5725.54         1499.874
5726.54         1495.061
5727.54          1485.54
5728.54         1478.892
5729.54         1478.084
5730.54         1478.818
5731.54          1475.99
5732.54         1468.885
5733.54         1465.468
5734.54         1474.371
5735.54         1486.391
5736.54         1491.429
5737.54         1490.252
5738.54          1490.32
5739.54         1491.434
5740.54         1490.964
5741.54         1488.891
5742.54         1483.502
5743.54         1478.248
5744.54         1477.863
5745.54           1479.7
5746.54          1479.18
5747.54         1475.471
5748.54         1472.348
5749.54         1473.619
5750.54         1472.852
5751.54         1466.983
5752.54         1468.621
5753.54         1468.947
5754.54         1458.702
5755.54         1447.178
5756.54          1442.23
5757.54         1447.977
5758.54         1460.412
5759.54         1467.237
5760.54         1468.554
5761.54          1468.86
5762.54         1468.767
5763.54         1471.553
5764.54         1475.779
5765.54         1479.838
5766.54         1488.538
5767.54         1497.748
5768.54         1499.731
5769.54         1494.345
5770.54         1492.505
5771.54         1494.541
5772.54         1490.529
5773.54         1479.359
5774.54         1469.159
5775.54         1463.291
5776.54         1455.646
5777.54         1444.055
5778.54          1428.91
5779.54          1412.32
5780.54         1398.381
5781.54         1387.856
5782.54         1376.603
5783.54         1361.917
5784.54         1352.078
5785.54          1355.48
5786.54         1371.425
5787.54         1391.335
5788.54         1414.781
5789.54         1438.864
5790.54         1453.683
5791.54         1462.726
5792.54         1469.731
5793.54           1475.7
5794.54         1485.173
5795.54         1492.264
5796.54         1492.554
5797.54         1492.629
5798.54         1497.319
5799.54         1504.665
5800.54         1509.764
5801.54          1512.55
5802.54          1513.85
5803.54         1514.986
5804.54         1517.185
5805.54         1517.916
5806.54          1513.04
5807.54         1502.083
5808.54         1491.581
5809.54         1486.207
5810.54          1485.28
5811.54         1485.763
5812.54         1487.497
5813.54         1486.535
5814.54         1482.306
5815.54         1487.916
5816.54         1500.211
5817.54         1508.455
5818.54         1511.674
5819.54         1512.249
5820.54         1513.064
5821.54         1513.834
5822.54          1511.18
5823.54         1515.525
5824.54         1528.329
5825.54         1531.429
5826.54         1528.263
5827.54         1523.977
5828.54         1516.727
5829.54         1510.534
5830.54         1510.859
5831.54         1515.453
5832.54         1515.275
5833.54         1511.837
5834.54         1510.364
5835.54         1511.972
5836.54         1513.187
5837.54         1512.807
5838.54         1510.991
5839.54         1507.291
5840.54         1505.097
5841.54         1507.745
5842.54         1513.561
5843.54         1514.841
5844.54         1509.078
5845.54         1498.919
5846.54         1487.709
5847.54          1480.95
5848.54         1473.887
5849.54         1461.176
5850.54         1455.944
5851.54         1452.766
5852.54         1441.654
5853.54         1429.372
5854.54         1417.073
5855.54         1405.726
5856.54          1400.91
5857.54         1407.237
5858.54         1417.772
5859.54         1422.782
5860.54         1421.529
5861.54          1419.86
5862.54         1420.353
5863.54         1420.009
5864.54         1418.468
5865.54         1420.509
5866.54         1428.502
5867.54          1436.36
5868.54         1434.591
5869.54         1425.692
5870.54         1422.732
5871.54         1429.416
5872.54         1433.607
5873.54         1427.824
5874.54         1421.846
5875.54         1410.939
5876.54         1393.662
5877.54         1376.693
5878.54         1356.764
5879.54         1336.293
5880.54         1313.598
5881.54         1277.146
5882.54          1239.42
5883.54          1206.84
5884.54         1171.886
5885.54         1141.181
5886.54          1092.85
5887.54          1016.81
5888.54         953.6785
5889.54         916.1462
5890.54         896.7017
5891.54         883.3697
5892.54          860.441
5893.54         837.1379
5894.54         838.6304
5895.54         878.1633
5896.54         942.4003
5897.54         1005.901
5898.54         1049.657
5899.54         1074.199
5900.54         1106.798
5901.54         1167.298
5902.54         1237.905
5903.54         1290.606
5904.54         1323.433
5905.54         1351.788
5906.54          1367.13
5907.54         1376.028
5908.54         1388.451
5909.54         1392.502
5910.54         1393.299
5911.54         1396.241
5912.54         1396.659
5913.54         1397.151
5914.54         1393.904
5915.54         1385.588
5916.54         1384.587
5917.54          1392.17
5918.54         1401.684
5919.54         1408.688
5920.54         1413.357
5921.54         1416.533
5922.54         1418.665
5923.54         1421.173
5924.54         1425.704
5925.54         1428.344
5926.54         1423.966
5927.54         1420.341
5928.54         1421.313
5929.54         1423.328
5930.54         1424.418
5931.54          1427.49
5932.54         1430.796
5933.54         1429.833
5934.54         1432.759
5935.54         1434.511
5936.54         1429.039
5937.54         1430.829
5938.54         1436.875
5939.54         1439.483
5940.54         1439.607
5941.54         1435.821
5942.54         1434.393
5943.54         1439.979
5944.54         1443.589
5945.54          1446.19
5946.54         1449.284
5947.54         1448.558
5948.54         1447.599
5949.54         1441.544
5950.54         1427.875
5951.54         1422.159
5952.54         1425.831
5953.54         1430.055
5954.54         1428.148
5955.54         1418.793
5956.54         1414.984
5957.54         1426.521
5958.54         1441.559
5959.54         1448.235
5960.54         1446.818
5961.54         1445.558
5962.54         1444.254
5963.54         1445.932
5964.54         1452.909
5965.54         1457.284
5966.54         1459.554
5967.54         1463.714
5968.54         1470.211
5969.54         1479.564
5970.54         1480.284
5971.54         1466.869
5972.54         1459.769
5973.54         1455.466
5974.54         1445.818
5975.54         1439.681
5976.54         1439.615
5977.54         1442.317
5978.54          1439.88
5979.54         1424.719
5980.54         1415.719
5981.54         1421.013
5982.54         1420.821
5983.54         1418.184
5984.54          1417.76
5985.54         1416.568
5986.54          1415.64
5987.54         1421.809
5988.54         1434.943
5989.54         1444.104
5990.54         1446.414
5991.54         1447.143
5992.54          1450.26
5993.54         1451.344
5994.54         1446.867
5995.54         1441.522
5996.54         1443.409
5997.54          1447.14
5998.54         1441.667
5999.54         1428.467
6000.54         1426.884
6001.54          1432.83
6002.54         1432.052
6003.54         1425.083
6004.54         1421.159
6005.54         1419.749
6006.54         1414.714
6007.54         1410.999
6008.54         1411.545
6009.54         1411.359
6010.54         1405.288
6011.54         1403.457
6012.54         1406.954
6013.54         1407.311
6014.54         1406.136
6015.54          1405.66
6016.54         1404.011
6017.54          1399.38
6018.54         1399.891
6019.54         1405.439
6020.54         1408.266
6021.54         1410.505
6022.54         1419.456
6023.54         1434.355
6024.54         1445.527
6025.54         1455.939
6026.54         1465.715
6027.54         1469.909
6028.54         1472.592
6029.54         1481.303
6030.54          1491.12
6031.54         1489.783
6032.54         1494.422
6033.54         1505.848
6034.54         1506.127
6035.54         1502.753
6036.54          1509.02
6037.54         1520.678
6038.54         1519.313
6039.54          1509.47
6040.54         1505.903
6041.54         1512.051
6042.54         1513.949
6043.54         1509.127
6044.54         1509.177
6045.54          1521.04
6046.54         1528.305
6047.54         1523.366
6048.54         1516.052
6049.54         1509.706
6050.54         1504.626
6051.54         1501.579
6052.54         1500.818
6053.54         1497.455
6054.54         1490.895
6055.54         1485.083
6056.54         1478.904
6057.54          1474.04
6058.54         1471.671
6059.54         1470.183
6060.54         1476.701
6061.54         1486.547
6062.54         1486.712
6063.54         1484.631
6064.54         1489.117
6065.54         1495.488
6066.54         1493.817
6067.54         1499.004
6068.54         1513.713
6069.54         1522.355
6070.54         1525.662
6071.54         1528.119
6072.54         1529.724
6073.54         1526.855
6074.54         1519.532
6075.54         1513.638
6076.54         1512.015
6077.54         1504.629
6078.54         1490.728
6079.54          1477.13
6080.54         1466.401
6081.54          1458.24
6082.54         1454.576
6083.54         1456.346
6084.54         1455.499
6085.54         1449.226
6086.54         1444.327
6087.54         1449.448
6088.54         1459.515
6089.54         1463.819
6090.54         1459.743
6091.54         1457.151
6092.54         1458.825
6093.54         1460.596
6094.54         1460.663
6095.54         1453.632
6096.54         1447.007
6097.54         1454.083
6098.54         1462.552
6099.54         1462.431
6100.54         1458.423
6101.54         1459.465
6102.54         1462.284
6103.54         1458.937
6104.54         1449.094
6105.54         1443.257
6106.54         1450.452
6107.54         1466.648
6108.54         1475.974
6109.54         1475.299
6110.54         1474.648
6111.54         1480.916
6112.54         1484.905
6113.54         1479.732
6114.54         1470.951
6115.54           1470.2
6116.54         1472.137
6117.54         1465.942
6118.54         1452.561
6119.54         1444.583
6120.54         1440.081
6121.54          1431.17
6122.54         1423.364
6123.54         1419.444
6124.54         1422.227
6125.54         1433.305
6126.54          1442.71
6127.54          1450.23
6128.54         1456.568
6129.54         1450.033
6130.54         1440.238
6131.54          1435.18
6132.54          1430.26
6133.54         1430.806
6134.54         1429.904
6135.54         1420.237
6136.54          1414.99
6137.54         1415.481
6138.54         1415.258
6139.54         1414.222
6140.54         1419.956
6141.54         1433.096
6142.54         1446.638
6143.54          1454.99
6144.54         1458.156
6145.54         1460.182
6146.54         1463.379
6147.54         1464.018
6148.54         1459.176
6149.54         1450.758
6150.54         1442.794
6151.54         1432.327
6152.54         1416.064
6153.54         1398.763
6154.54         1390.369
6155.54         1381.468
6156.54         1361.022
6157.54         1342.578
6158.54         1325.102
6159.54         1306.757
6160.54         1296.901
6161.54         1295.919
6162.54         1294.535
6163.54         1286.539
6164.54           1280.6
6165.54         1286.755
6166.54         1300.766
6167.54         1309.559
6168.54         1315.207
6169.54         1324.433
6170.54         1336.677
6171.54         1342.952
6172.54         1343.626
6173.54         1346.635
6174.54         1356.854
6175.54         1371.592
6176.54         1384.492
6177.54         1390.397
6178.54          1388.49
6179.54         1385.677
6180.54         1385.535
6181.54         1384.604
6182.54         1386.458
6183.54         1383.758
6184.54         1372.406
6185.54         1370.876
6186.54         1368.404
6187.54         1354.735
6188.54         1344.588
6189.54         1339.916
6190.54         1336.044
6191.54         1332.474
6192.54         1334.367
6193.54         1338.144
6194.54         1342.264
6195.54         1352.558
6196.54         1364.958
6197.54         1374.017
6198.54         1378.719
6199.54         1381.036
6200.54         1384.476
6201.54         1388.302
6202.54         1387.803
6203.54         1383.569
6204.54         1381.737
6205.54         1385.055
6206.54          1385.69
6207.54         1381.992
6208.54         1374.171
6209.54         1358.649
6210.54         1337.645
6211.54         1320.588
6212.54         1313.019
6213.54         1306.861
6214.54         1298.474
6215.54         1291.346
6216.54         1287.822
6217.54         1280.238
6218.54         1274.764
6219.54         1281.984
6220.54         1288.552
6221.54         1290.682
6222.54         1292.247
6223.54         1292.794
6224.54         1293.836
6225.54         1295.496
6226.54         1296.315
6227.54         1296.774
6228.54         1296.538
6229.54         1295.455
6230.54         1294.967
6231.54         1296.684
6232.54         1297.346
6233.54          1294.28
6234.54         1295.018
6235.54         1303.057
6236.54         1309.932
6237.54         1304.734
6238.54         1297.036
6239.54           1293.1
6240.54         1289.674
6241.54         1289.475
6242.54         1284.196
6243.54         1271.317
6244.54         1265.617
6245.54         1266.863
6246.54         1268.412
6247.54         1270.073
6248.54         1277.125
6249.54         1285.099
6250.54         1284.668
6251.54         1275.104
6252.54         1270.087
6253.54          1272.36
6254.54          1269.99
6255.54         1261.596
6256.54         1257.586
6257.54         1262.539
6258.54         1267.615
6259.54         1271.671
6260.54         1279.108
6261.54         1291.853
6262.54          1305.63
6263.54         1320.033
6264.54         1334.111
6265.54         1341.321
6266.54         1340.734
6267.54         1340.345
6268.54         1346.404
6269.54          1350.64
6270.54         1354.758
6271.54         1359.341
6272.54         1354.318
6273.54         1353.906
6274.54          1364.56
6275.54         1373.117
6276.54           1374.6
6277.54         1373.927
6278.54         1377.639
6279.54         1384.605
6280.54         1382.585
6281.54         1362.798
6282.54         1331.752
6283.54         1306.625
6284.54         1303.711
6285.54         1320.979
6286.54         1337.885
6287.54         1347.659
6288.54         1354.023
6289.54         1361.927
6290.54         1373.261
6291.54         1383.041
6292.54          1383.53
6293.54         1373.805
6294.54         1367.926
6295.54         1369.728
6296.54         1368.222
6297.54         1360.813
6298.54         1351.032
6299.54         1343.588
6300.54         1340.968
6301.54         1344.947
6302.54         1351.835
6303.54         1354.938
6304.54         1354.038
6305.54         1355.788
6306.54         1364.743
6307.54         1375.098
6308.54          1377.42
6309.54         1374.137
6310.54         1374.401
6311.54          1370.86
6312.54         1363.931
6313.54         1359.017
6314.54         1352.216
6315.54         1342.104
6316.54         1333.724
6317.54          1333.17
6318.54         1337.134
6319.54         1340.427
6320.54         1342.533
6321.54         1347.561
6322.54         1360.056
6323.54         1377.973
6324.54         1392.463
6325.54          1397.37
6326.54         1399.999
6327.54         1408.967
6328.54         1417.474
6329.54         1418.749
6330.54         1413.828
6331.54         1409.096
